학교ID,학교명,학교급구분,소재지도로명주소,생성일자,변경일자,위도,경도
B000011545,한국외식과학고등학교,고등학교,경기도 양주시 남면 개나리18길 1,2013-11-29,2019-09-10,37.8974029,126.9794542
B000011546,춘천기계공업고등학교,고등학교,강원도 춘천시 후석로462번길 53,2013-11-29,2019-09-10,37.8913721,127.7467655
B000011547,소양고등학교,고등학교,강원도 춘천시 영서로 2872,2013-11-29,2019-09-10,37.9096409,127.7241925
B000011549,강원애니고등학교,고등학교,강원도 춘천시 서면 박사로 1025,2013-11-29,2019-09-10,37.90616443,127.7004393
B000011550,전인고등학교,고등학교,강원도 춘천시 동산면 새술막길 630,2013-11-29,2019-09-10,37.78790832,127.7512069
B000011551,원주공업고등학교,고등학교,강원도 원주시 고문골길 54,2013-11-29,2019-09-10,37.3390976,128.0069198
B000011552,영서고등학교,고등학교,강원도 원주시 치악로 1384,2013-11-29,2019-09-10,37.3132449,127.9803763
B000011553,강릉중앙고등학교,고등학교,강원도 강릉시 강변로 422,2013-11-29,2019-09-10,37.7579665,128.9109033
B000011554,강릉정보공업고등학교,고등학교,강원도 강릉시 주문진읍 학교길 26,2013-11-29,2019-09-10,37.8798246,128.8310431
B000011555,동해상업고등학교,고등학교,강원도 동해시 느릅재길 65,2013-11-29,2019-09-10,37.5440853,129.0940716
B000011556,태백기계공업고등학교,고등학교,강원도 태백시 평화길 8-24,2013-11-29,2019-09-10,37.0984877,129.021159
B000011557,황지정보산업고등학교,고등학교,강원도 태백시 문화로1길 1,2013-11-29,2019-09-10,37.16869471,128.9877212
B000011558,삼척마이스터고등학교,고등학교,강원도 삼척시 근덕면 삼척로 3700,2013-11-29,2019-09-10,37.3855864,129.225673
B000011559,도계전산정보고등학교,고등학교,강원도 삼척시 도계읍 도계느티로 24,2013-11-29,2019-09-10,37.2315264,129.0479664
B000011560,홍천농업고등학교,고등학교,강원도 홍천군 홍천읍 홍천로 678-15,2013-11-29,2019-09-10,37.7048647,127.9111321
B000011561,강원생활과학고등학교,고등학교,강원도 홍천군 남면 새작들길 11,2013-11-29,2019-09-10,37.6082907,127.7701147
B000011562,팔렬고등학교,고등학교,강원도 홍천군 내촌면 동창로 207,2013-11-29,2019-09-10,37.7836091,128.1513821
B000011563,영월공업고등학교,고등학교,강원도 영월군 영월읍 영모전길 108,2013-11-29,2019-09-10,37.1891031,128.4713653
B000011564,정선정보공업고등학교,고등학교,강원도 정선군 정선읍 용담샛길 2,2013-11-29,2019-09-10,37.3801716,128.6468627
B000011565,김화공업고등학교,고등학교,강원도 철원군 서면 와수1로 72,2013-11-29,2019-09-10,38.24340576,127.4349464
B000011566,화천정보산업고등학교,고등학교,강원도 화천군 화천읍 상승로 69,2013-11-29,2019-09-10,38.10773747,127.7047587
B000011567,동광산업과학고등학교,고등학교,강원도 고성군 토성면 백촌길 30-15,2013-11-29,2019-09-10,38.2946719,128.5426276
B000011568,청주공업고등학교,고등학교,충청북도 청주시 상당구 교서로 17,2013-11-29,2019-09-10,36.63764552,127.4856352
B000011569,청주농업고등학교,고등학교,충청북도 청주시 청원구 내덕로 45,2013-11-29,2019-09-10,36.65852742,127.4854352
B000011570,충북상업정보고등학교,고등학교,충청북도 청주시 청원구 율천북로 73,2013-11-29,2019-09-10,36.66458994,127.4792676
B000011571,충북공업고등학교,고등학교,충청북도 청주시 흥덕구 서부로1205번길 52,2013-11-29,2019-09-10,36.61275974,127.4313956
B000011572,청주하이텍고등학교,고등학교,충청북도 청주시 서원구 1순환로1137번길 59,2013-11-29,2019-09-10,36.60921445,127.4923689
B000011573,대성여자상업고등학교,고등학교,충청북도 청주시 상당구 대성로 220,2013-11-29,2019-09-10,36.64537533,127.4922457
B000011574,청주여자상업고등학교,고등학교,충청북도 청주시 서원구 무심서로 377-1,2013-11-29,2019-09-10,36.62595969,127.4839072
B000011575,충주공업고등학교,고등학교,충청북도 충주시 형설로 120,2013-11-29,2019-09-10,36.96556832,127.9404971
B000011576,국원고등학교,고등학교,충청북도 충주시 탄금대로 88,2013-11-29,2019-09-10,36.97949337,127.9214004
B000011577,한림디자인고등학교,고등학교,충청북도 충주시 야현1길 21,2013-11-29,2019-09-10,36.9798091,127.9390481
B000011578,충주상업고등학교,고등학교,충청북도 충주시 방아길 20,2013-11-29,2019-09-10,36.9467206,127.9379213
B000011579,제천산업고등학교,고등학교,충청북도 제천시 단양로10길 160,2013-11-29,2019-09-10,37.11962997,128.2342429
B000011580,제천상업고등학교,고등학교,충청북도 제천시 의병대로 243,2013-11-29,2019-09-10,37.13364888,128.2284163
B000011581,제천디지털전자고등학교,고등학교,충청북도 제천시 봉양읍 팔송로 84,2013-11-29,2019-09-10,37.1407714,128.1148429
B000011582,충북에너지고등학교,고등학교,충청북도 청주시 상당구 미원면 미원초정로 27,2013-11-29,2019-09-10,36.6398004,127.657146
B000011584,현도정보고등학교,고등학교,충청북도 청주시 서원구 현도면 죽암도원로 34-13,2013-11-29,2019-09-10,36.52188775,127.4366159
B000011585,양업고등학교,고등학교,충청북도 청주시 흥덕구 옥산면 환희길 277,2013-11-29,2019-09-10,36.67137352,127.3473567
B000011586,보은정보고등학교,고등학교,충청북도 보은군 보은읍 성주길 27,2013-11-29,2019-09-10,36.49100025,127.7352856
B000011587,충북생명산업고등학교,고등학교,충청북도 보은군 보은읍 자영고길 10,2013-11-29,2019-09-10,36.49099459,127.7154649
B000011588,충북산업과학고등학교,고등학교,충청북도 옥천군 옥천읍 중앙로 144,2013-11-29,2019-09-10,36.30947559,127.5763376
B000011589,영동산업과학고등학교,고등학교,충청북도 영동군 영동읍 학산영동로 1213,2013-11-29,2019-09-10,36.1725455,127.771179
B000011590,영동인터넷고등학교,고등학교,충청북도 영동군 영동읍 대학로 10,2013-11-29,2019-09-10,36.1784948,127.7795766
B000011591,학산고등학교,고등학교,충청북도 영동군 학산면 학산양산로 12,2013-11-29,2019-09-10,36.10090453,127.682035
B000011592,진천상업고등학교,고등학교,충청북도 진천군 진천읍 문화3길 25,2013-11-29,2019-09-10,36.84776521,127.443637
B000011593,한국호텔관광고등학교,고등학교,충청북도 단양군 단성면 북상하리길 69,2013-11-29,2019-09-10,36.9265828,128.3381325
B000011594,증평공업고등학교,고등학교,충청북도 증평군 증평읍 광장로 180,2013-11-29,2019-09-10,36.7809138,127.5903247
B000011595,증평정보고등학교,고등학교,충청북도 증평군 증평읍 중앙로 132,2013-11-29,2019-09-10,36.77853574,127.5771461
B000011596,천안공업고등학교,고등학교,충청남도 천안시 동남구 성황5길 17,2013-11-29,2019-09-10,36.8150222,127.156054
B000011597,천안여자상업고등학교,고등학교,충청남도 천안시 동남구 천안여상로 44,2013-11-29,2019-09-10,36.8034745,127.1355668
B000011598,천안상업고등학교,고등학교,충청남도 천안시 서북구 천일고1길 43-9,2013-11-29,2019-09-10,36.8593314,127.1578537
B000011599,병천고등학교,고등학교,충청남도 천안시 동남구 병천면 충절로 1872,2013-11-29,2019-09-10,36.7639098,127.3133594
B000011600,한마음고등학교,고등학교,충청남도 천안시 동남구 동면 장송1길 47-24,2013-11-29,2019-09-10,36.7784434,127.3791931
B000011601,공주생명과학고등학교,고등학교,충청남도 공주시 금벽로 317,2013-11-29,2019-09-10,36.47346738,127.1227025
B000011602,공주정보고등학교,고등학교,충청남도 공주시 마근동길 29,2013-11-29,2019-09-10,36.4849208,127.1574498
B000011603,대천여자상업고등학교,고등학교,충청남도 보령시 여상길 60,2013-11-29,2019-09-10,36.3316829,126.5792006
B000011604,충남해양과학고등학교,고등학교,충청남도 보령시 대천항로 212,2013-11-29,2019-09-10,36.3190097,126.5137818
B000011605,주산산업고등학교,고등학교,충청남도 보령시 주산면 만세운동길 58,2013-11-29,2019-09-10,36.1982382,126.6361837
B000011606,서산공업고등학교,고등학교,충청남도 서산시 운산면 운암로 1072-12,2013-11-29,2019-09-10,36.8087966,126.5873034
B000011610,금산산업고등학교,고등학교,충청남도 금산군 금산읍 진악로 1003,2013-11-29,2019-09-10,36.1040357,127.4791469
B000011611,금산하이텍고등학교,고등학교,충청남도 금산군 진산면 대둔산로 412,2013-11-29,2019-09-10,36.1421698,127.3740893
B000011612,부여정보고등학교,고등학교,충청남도 부여군 규암면 충절로2316번길 24,2013-11-29,2019-09-10,36.2771795,126.8818507
B000011613,한국식품마이스터고등학교,고등학교,충청남도 부여군 홍산면 홍산로 112-23,2013-11-29,2019-09-10,36.2154947,126.7655338
B000011614,부여전자고등학교,고등학교,충청남도 부여군 임천면 충절로 1027,2013-11-29,2019-09-10,36.1764292,126.8917823
B000011615,충남조선공업고등학교,고등학교,충청남도 서천군 장항읍 신창서로 77,2013-11-29,2019-09-10,36.0146053,126.6863235
B000011616,서천여자정보고등학교,고등학교,충청남도 서천군 서천읍 화금서길 45,2013-11-29,2019-09-10,36.0841324,126.7014378
B000011617,공동체비전고등학교,고등학교,충청남도 서천군 서천읍 서문로 327,2013-11-29,2019-09-10,36.1004035,126.7131663
B000011618,충남디자인예술고등학교,고등학교,충청남도 서천군 한산면 한마로 114,2013-11-29,2019-09-10,36.0893466,126.8027459
B000011619,홍성공업고등학교,고등학교,충청남도 홍성군 결성면 구성남로 55,2013-11-29,2019-09-10,36.5304887,126.5484478
B000011620,예산전자공업고등학교,고등학교,충청남도 예산군 예산읍 벚꽃로351번길 21,2013-11-29,2019-09-10,36.713621,126.8384382
B000011621,당진정보고등학교,고등학교,충청남도 당진시 운학길 5,2013-11-29,2019-09-10,36.892908,126.6236563
B000011622,한국전통문화고등학교,고등학교,전라북도 전주시 완산구 중인1길 68-13,2013-11-29,2019-09-10,35.7722683,127.0977145
B000011623,전주상업정보고등학교,고등학교,전라북도 전주시 완산구 따박골2길 21,2013-11-29,2019-09-10,35.8105059,127.1254771
B000011624,전주공업고등학교,고등학교,전라북도 전주시 덕진구 여산로 101,2013-11-29,2019-09-10,35.8634209,127.0742709
B000011625,전주생명과학고등학교,고등학교,전라북도 전주시 덕진구 안덕원로 195,2013-11-29,2019-09-10,35.8387135,127.147982
B000011626,완산여자고등학교,고등학교,전라북도 전주시 완산구 덕적골1길 60,2013-11-29,2019-09-10,35.7922839,127.1391831
B000011627,군산여자상업고등학교,고등학교,전라북도 군산시 신지길 42-8,2013-11-29,2019-09-10,35.9573264,126.7078521
B000011628,이리공업고등학교,고등학교,전라북도 익산시 동서로14길 30-2,2013-11-29,2019-09-10,35.9537128,126.9534804
B000011629,진경여자고등학교,고등학교,전라북도 익산시 황등면 황등서로 40-92,2013-11-29,2019-09-10,36.00504447,126.9408327
B000011630,정읍제일고등학교,고등학교,전라북도 정읍시 충정로 252,2013-11-29,2019-09-10,35.5715169,126.8546787
B000011631,학산고등학교,고등학교,전라북도 정읍시 학산로 89,2013-11-29,2019-09-10,35.5614986,126.8744764
B000011632,칠보고등학교,고등학교,전라북도 정읍시 칠보면 건흥길 26-5,2013-11-29,2019-09-10,35.6054217,126.9924755
B000011633,남원용성고등학교,고등학교,전라북도 남원시 농고길 41,2013-11-29,2019-09-10,35.4192774,127.3925816
B000011634,남원제일고등학교,고등학교,전라북도 남원시 노송로 1206,2013-11-29,2019-09-10,35.391549,127.3745629
B000011635,한국경마축산고등학교,고등학교,전라북도 남원시 운봉읍 황산로 952,2013-11-29,2019-09-10,35.4411688,127.5161559
B000011636,김제자영고등학교,고등학교,전라북도 김제시 남북9길 23,2013-11-29,2019-09-10,35.7942577,126.8900714
B000011637,덕암정보고등학교,고등학교,전라북도 김제시 하공로 9,2013-11-29,2019-09-10,35.813028,126.8858877
B000011638,지평선고등학교,고등학교,전라북도 김제시 성덕면 성동길 183-4,2013-11-29,2019-09-10,35.8277578,126.8304908
B000011639,삼례공업고등학교,고등학교,전라북도 완주군 삼례읍 삼례역로 41-1,2013-11-29,2019-09-10,35.90774829,127.0694372
B000011640,세인고등학교,고등학교,전라북도 완주군 화산면 화산로 1486,2013-11-29,2019-09-10,36.0688736,127.1534508
B000011641,한국게임과학고등학교,고등학교,전라북도 완주군 운주면 대둔산로 1336,2013-11-29,2019-09-10,36.0827978,127.2846447
B000011642,진안공업고등학교,고등학교,전라북도 진안군 진안읍 상역로 96,2013-11-29,2019-09-10,35.8009668,127.4173429
B000011643,한국한방고등학교,고등학교,전라북도 진안군 진안읍 임진로 2765,2013-11-29,2019-09-10,35.7706792,127.3768506
B000011644,푸른꿈고등학교,고등학교,전라북도 무주군 안성면 진성로 2312-9,2013-11-29,2019-09-10,35.8640249,127.6197233
B000011645,장계공업고등학교,고등학교,전라북도 장수군 장계면 장계7길 3,2013-11-29,2019-09-10,35.7332696,127.5816135
B000011646,한국치즈과학고등학교,고등학교,전라북도 임실군 강진면 갈담3길 48,2013-11-29,2019-09-10,35.5331033,127.164634
B000011647,오수고등학교,고등학교,전라북도 임실군 오수면 충효로 2099-23,2013-11-29,2019-09-10,35.5479892,127.3285305
B000011648,강호항공고등학교,고등학교,전라북도 고창군 고창읍 중거리당산로 78-22,2013-11-29,2019-09-10,35.4254275,126.6996976
B000011649,서림고등학교,고등학교,전라북도 부안군 부안읍 용암로 70-5,2013-11-29,2019-09-10,35.7213057,126.7425279
B000011650,줄포자동차공업고등학교,고등학교,전라북도 부안군 줄포면 우포로 10,2013-11-29,2019-09-10,35.5846794,126.67727
B000011651,부안제일고등학교,고등학교,전라북도 부안군 행안면 춘헌길 1,2013-11-29,2019-09-10,35.72864181,126.7225076
B000011653,목포여자상업고등학교,고등학교,전라남도 목포시 영산로 413-1,2013-11-29,2019-09-10,34.8075514,126.4105174
B000011654,목포중앙고등학교,고등학교,전라남도 목포시 지적로 36,2013-11-29,2019-09-10,34.8346654,126.4254202
B000011655,목포성신고등학교,고등학교,전라남도 목포시 상동로 87-1,2013-11-29,2019-09-10,34.8157782,126.4092752
B000011656,여수석유화학고등학교,고등학교,전라남도 여수시 대통1길 45,2013-11-29,2019-09-10,34.7786837,127.6431669
B000011657,진성여자고등학교,고등학교,전라남도 여수시 봉강서4길 3,2013-11-29,2019-09-10,34.7396968,127.7212466
B000011658,여수공업고등학교,고등학교,전라남도 여수시 군자길 75,2013-11-29,2019-09-10,34.7439125,127.7363596
B000011659,여수해양과학고등학교,고등학교,전라남도 여수시 돌산읍 돌산로 1201-18,2013-11-29,2019-09-10,34.6147685,127.7271606
B000011660,순천공업고등학교,고등학교,전라남도 순천시 유동길 50,2013-11-29,2019-09-10,34.9568151,127.5162033
B000011661,순천청암고등학교,고등학교,전라남도 순천시 녹색로 1641,2013-11-29,2019-09-10,34.9275534,127.4894624
B000011662,순천효산고등학교,고등학교,전라남도 순천시 삼산로 104,2013-11-29,2019-09-10,34.9724611,127.4963264
B000011663,순천전자고등학교,고등학교,전라남도 순천시 서면 순천로 86,2013-11-29,2019-09-10,34.9982052,127.4875889
B000011664,나주상업고등학교,고등학교,전라남도 나주시 함박산길 23-4,2013-11-29,2019-09-10,35.041747,126.7223652
B000011665,전남미용고등학교,고등학교,전라남도 나주시 영산포로 182-9,2013-11-29,2019-09-10,34.9981363,126.7119836
B000011666,나주공업고등학교,고등학교,전라남도 나주시 건재로 43,2013-11-29,2019-09-10,35.0401455,126.7139769
B000011667,호남원예고등학교,고등학교,전라남도 나주시 금천면 영산로 5691,2013-11-29,2019-09-10,35.0371081,126.7508401
B000011668,광양하이텍고등학교,고등학교,전라남도 광양시 광양읍 신재로 106,2013-11-29,2019-09-10,34.9807104,127.5916621
B000011669,담양공업고등학교,고등학교,전라남도 담양군 담양읍 죽향대로 1072,2013-11-29,2019-09-10,35.3019548,126.9825079
B000011670,한빛고등학교,고등학교,전라남도 담양군 대전면 추성1로 501-21,2013-11-29,2019-09-10,35.2916665,126.913488
B000011671,한울고등학교,고등학교,전라남도 곡성군 목사동면 주목로 713,2013-11-29,2019-09-10,35.1172019,127.2982437
B000011672,전남조리과학고등학교,고등학교,전라남도 곡성군 곡성읍 학교로 71,2013-11-29,2019-09-10,35.2825799,127.2877496
B000011673,전남자연과학고등학교,고등학교,전라남도 구례군 구례읍 구례로 409,2013-11-29,2019-09-10,35.1998746,127.4620731
B000011674,고흥산업과학고등학교,고등학교,전라남도 고흥군 고흥읍 고흥로 1637-13,2013-11-29,2019-09-10,34.6022342,127.2759578
B000011675,다향고등학교,고등학교,전라남도 보성군 보성읍 녹차로 1364,2013-11-29,2019-09-10,34.7636998,127.0928093
B000011676,벌교상업고등학교,고등학교,전라남도 보성군 벌교읍 홍암로 61,2013-11-29,2019-09-10,34.8466236,127.3498921
B000011678,전남기술과학고등학교,고등학교,전라남도 화순군 화순읍 실고길 44,2013-11-29,2019-09-10,35.0724179,126.9931683
B000011679,정남진산업고등학교,고등학교,전라남도 장흥군 장흥읍 행원강변길 8,2013-11-29,2019-09-10,34.6876176,126.9009192
B000011680,한국말산업고등학교,고등학교,전라남도 장흥군 대덕읍 도청신월로 155,2013-11-29,2019-09-10,34.4965199,126.8844155
B000011681,전남생명과학고등학교,고등학교,전라남도 강진군 강진읍 교촌길 23,2013-11-29,2019-09-10,34.6466159,126.7766273
B000011682,병영상업고등학교,고등학교,전라남도 강진군 병영면 하멜로 372,2013-11-29,2019-09-10,34.7136223,126.8138973
B000011683,해남공업고등학교,고등학교,전라남도 해남군 해남읍 남외2길 7,2013-11-29,2019-09-10,34.5718277,126.5930292
B000011686,영암전자과학고등학교,고등학교,전라남도 영암군 신북면 황금동로 16-13,2013-11-29,2019-09-10,34.88322178,126.6907254
B000011687,구림공업고등학교,고등학교,전라남도 영암군 군서면 왕인로 453,2013-11-29,2019-09-10,34.75989117,126.6263374
B000011690,전남보건고등학교,고등학교,전라남도 함평군 월야면 문화로 685-18,2013-11-29,2019-09-10,35.1888546,126.6244503
B000011691,영광공업고등학교,고등학교,전라남도 영광군 영광읍 월현로 34,2013-11-29,2019-09-10,35.2791937,126.5024532
B000011692,영산성지고등학교,고등학교,전라남도 영광군 백수읍 성지로 1218-6,2013-11-29,2019-09-10,35.3222888,126.4360129
B000011694,영광전자고등학교,고등학교,전라남도 영광군 염산면 칠산로 98-27,2013-11-29,2019-09-10,35.2227143,126.3709902
B000011695,법성고등학교,고등학교,전라남도 영광군 법성면 용덕로 66,2013-11-29,2019-09-10,35.3594296,126.4574026
B000011696,장성실업고등학교,고등학교,전라남도 장성군 장성읍 단풍로 72,2013-11-29,2019-09-10,35.3096393,126.7941814
B000011697,삼계고등학교,고등학교,전라남도 장성군 삼계면 사창로 47,2013-11-29,2019-09-10,35.2578727,126.6658789
B000011698,완도수산고등학교,고등학교,전라남도 완도군 완도읍 장보고대로 141,2013-11-29,2019-09-10,34.32352707,126.7441879
B000011699,진도실업고등학교,고등학교,전라남도 진도군 진도읍 교동3길 10,2013-11-29,2019-09-10,34.4827111,126.2607436
B000011700,포항여자전자고등학교,고등학교,경상북도 포항시 북구 용흥로291번길 19,2013-11-29,2019-09-10,36.05062736,129.3477769
B000011701,포항해양과학고등학교,고등학교,경상북도 포항시 북구 여남포길21번길 18,2013-11-29,2019-09-10,36.07418768,129.4061979
B000011702,포항제철공업고등학교,고등학교,경상북도 포항시 남구 지곡로 150,2013-11-29,2019-09-10,36.02087871,129.3284516
B000011703,포항과학기술고등학교,고등학교,경상북도 포항시 남구 구룡포읍 호미로 341,2013-11-29,2019-09-10,35.99179126,129.5659143
B000011704,포항흥해공업고등학교,고등학교,경상북도 포항시 북구 흥해읍 동해대로1475번길 42,2013-11-29,2019-09-10,36.10712713,129.338537
B000011706,경주공업고등학교,고등학교,경상북도 경주시 금성로 209,2013-11-29,2019-09-10,35.83655995,129.206293
B000011707,경주정보고등학교,고등학교,경상북도 경주시 충효7길 19,2013-11-29,2019-09-10,35.84182501,129.1762987
B000011708,경주여자정보고등학교,고등학교,경상북도 경주시 시동로 90,2013-11-29,2019-09-10,35.77336188,129.2909378
B000011709,안강전자고등학교,고등학교,경상북도 경주시 안강읍 안강중앙로 269,2013-11-29,2019-09-10,35.99290834,129.2304206
B000011711,경주디자인고등학교,고등학교,경상북도 경주시 현곡면 용담로 694,2013-11-29,2019-09-10,35.9000169,129.1633406
B000011712,신라공업고등학교,고등학교,경상북도 경주시 천북면 천북로 41-21,2013-11-29,2019-09-10,35.89364544,129.2425232
B000011713,삼성생활예술고등학교,고등학교,경상북도 경주시 내남면 이조중앙길 27,2013-11-29,2019-09-10,35.7520849,129.1989386
B000011714,경주화랑고등학교,고등학교,경상북도 경주시 양북면 장항재동길 41,2013-11-29,2019-09-10,35.7943324,129.3876997
B000011715,김천생명과학고등학교,고등학교,경상북도 김천시 부거리길 310,2013-11-29,2019-09-10,36.13586201,128.0999475
B000011716,경북과학기술고등학교,고등학교,경상북도 김천시 아포읍 아포대로 1053,2013-11-29,2019-09-10,36.15909058,128.2432755
B000011718,한국생명과학고등학교,고등학교,경상북도 안동시 하이마로 385,2013-11-29,2019-09-10,36.5504486,128.6877629
B000011719,경북하이텍고등학교,고등학교,경상북도 안동시 경동로 404,2013-11-29,2019-09-10,36.56955936,128.7018424
B000011720,구미여자상업고등학교,고등학교,경상북도 구미시 형곡로38길 9-14,2013-11-29,2019-09-10,36.10756959,128.3421451
B000011721,구미정보고등학교,고등학교,경상북도 구미시 검성로 143,2013-11-29,2019-09-10,36.1185518,128.4342286
B000011722,경북생활과학고등학교,고등학교,경상북도 구미시 해평면 강동로 1654,2013-11-29,2019-09-10,36.19960193,128.3922026
B000011723,영주동산고등학교,고등학교,경상북도 영주시 영봉로 49,2013-11-29,2019-09-10,36.81859556,128.6455621
B000011724,경북항공고등학교,고등학교,경상북도 영주시 풍기읍 금계로 90,2013-11-29,2019-09-10,36.8811778,128.5257553
B000011725,금호공업고등학교,고등학교,경상북도 영천시 금호읍 교대길 8-18,2013-11-29,2019-09-10,35.9323949,128.8736683
B000011726,경북식품과학마이스터고등학교,고등학교,경상북도 영천시 신녕면 찰방길 8,2013-11-29,2019-09-10,36.04302238,128.7804909
B000011727,영천전자고등학교,고등학교,경상북도 영천시 화남면 천문로 1709,2013-11-29,2019-09-10,36.0686248,128.8986926
B000011728,상산전자고등학교,고등학교,경상북도 상주시 상산로 430,2013-11-29,2019-09-10,36.43009083,128.1613165
B000011729,상주공업고등학교,고등학교,경상북도 상주시 낙양1길 29,2013-11-29,2019-09-10,36.40664908,128.1462212
B000011730,용운고등학교,고등학교,경상북도 상주시 공성면 문화마을길 23,2013-11-29,2019-09-10,36.27931253,128.0942774
B000011731,문경공업고등학교,고등학교,경상북도 문경시 영신로 65,2013-11-29,2019-09-10,36.59534553,128.2073927
B000011732,경북관광고등학교,고등학교,경상북도 문경시 문경읍 향교길 20,2013-11-29,2019-09-10,36.73876648,128.1144322
B000011733,경북기계금속고등학교,고등학교,경상북도 경산시 자인면 일연로 93,2013-11-29,2019-09-10,35.81989136,128.8217722
B000011734,경산여자상업고등학교,고등학교,경상북도 경산시 자인면 원효로 851-16,2013-11-29,2019-09-10,35.81597831,128.8278518
B000011736,의성공업고등학교,고등학교,경상북도 의성군 의성읍 문소1길 164,2013-11-29,2019-09-10,36.35523687,128.6995387
B000011738,봉양정보고등학교,고등학교,경상북도 의성군 봉양면 봉호로 14,2013-11-29,2019-09-10,36.30325032,128.5853452
B000011741,강구정보고등학교,고등학교,경상북도 영덕군 강구면 신강구1길 45-5,2013-11-29,2019-09-10,36.35337689,129.3799492
B000011742,청도전자고등학교,고등학교,경상북도 청도군 풍각면 헐티로 185,2013-11-29,2019-09-10,35.6408659,128.6198977
B000011743,고령고등학교,고등학교,경상북도 고령군 대가야읍 우륵로 63,2013-11-29,2019-09-10,35.73565039,128.2700991
B000011744,명인정보고등학교,고등학교,경상북도 성주군 선남면 도성2길 4,2013-11-29,2019-09-10,35.88583804,128.364222
B000011745,한국펫고등학교,고등학교,경상북도 봉화군 봉화읍 내성천1길 18,2013-11-29,2019-09-10,36.88687487,128.7346231
B000011746,한국산림과학고등학교,고등학교,경상북도 봉화군 춘양면 서원촌길 8-14,2013-11-29,2019-09-10,36.9477107,128.9141503
B000011747,한국원자력마이스터고등학교,고등학교,경상북도 울진군 평해읍 월송정로 422,2013-11-29,2019-09-10,36.74310871,129.4634957
B000011748,평해정보고등학교,고등학교,경상북도 울진군 평해읍 평해7길 61-3,2013-11-29,2019-09-10,36.72891253,129.4429681
B000011749,울릉고등학교,고등학교,경상북도 울릉군 울릉읍 울릉순환로 236,2013-11-29,2019-09-10,37.49299571,130.9073523
B000011750,창원기계공업고등학교,고등학교,경상남도 창원시 성산구 두대로 219,2013-11-29,2019-09-10,35.2265799,128.6641293
B000011751,마산공업고등학교,고등학교,경상남도 창원시 마산회원구 학교단지로 53,2013-11-29,2019-09-10,35.2441381,128.5959613
B000011752,창원공업고등학교,고등학교,경상남도 창원시 의창구 사화로 410,2013-11-29,2019-09-10,35.2363063,128.6437238
B000011753,한일여자고등학교,고등학교,경상남도 창원시 마산회원구 양덕서8길 50,2013-11-29,2019-09-10,35.2295813,128.578662
B000011754,진해세화여자고등학교,고등학교,경상남도 창원시 진해구 병암북로4번길 41,2013-11-29,2019-09-10,35.161421,128.6942339
B000011755,경남관광고등학교,고등학교,경상남도 창원시 의창구 사림로29번길 12,2013-11-29,2019-09-10,35.2485272,128.6752484
B000011756,태봉고등학교,고등학교,경상남도 창원시 마산합포구 진동면 태봉1길 85-32,2013-11-29,2019-09-10,35.1474775,128.5093667
B000011757,경남정보고등학교,고등학교,경상남도 진주시 가호방아길 32,2013-11-29,2019-09-10,35.15788788,128.1168154
B000011758,진주기계공업고등학교,고등학교,경상남도 진주시 공단로43번길 25,2013-11-29,2019-09-10,35.1762018,128.1019301
B000011759,선명여자고등학교,고등학교,경상남도 진주시 남강로 51-25,2013-11-29,2019-09-10,35.16415268,128.0420868
B000011760,경진고등학교,고등학교,경상남도 진주시 의병로71번길 3-21,2013-11-29,2019-09-10,35.1994849,128.0670979
B000011761,경남자동차고등학교,고등학교,경상남도 진주시 진산로 378,2013-11-29,2019-09-10,35.2194944,128.1015008
B000011762,경남자영고등학교,고등학교,경상남도 사천시 정동면 옥산로 143,2013-11-29,2019-09-10,35.07844157,128.1004125
B000011763,김해건설공업고등학교,고등학교,경상남도 김해시 구지로 109,2013-11-29,2019-09-10,35.23990456,128.8757765
B000011764,김해생명과학고등학교,고등학교,경상남도 김해시 금관대로 1239,2013-11-29,2019-09-10,35.23723959,128.8552714
B000011765,김해한일여자고등학교,고등학교,경상남도 김해시 삼안로112번길 1,2013-11-29,2019-09-10,35.23924194,128.9166758
B000011766,진영제일고등학교,고등학교,경상남도 김해시 진영읍 진영로265번길 9-4,2013-11-29,2019-09-10,35.30373076,128.7432868
B000011767,밀성제일고등학교,고등학교,경상남도 밀양시 밀양대로 2078,2013-11-29,2019-09-10,35.50218351,128.7501472
B000011768,한국나노마이스터고등학교,고등학교,경상남도 밀양시 무안면 신법길 29,2013-11-29,2019-09-10,35.47840124,128.6531777
B000011769,거제여자상업고등학교,고등학교,경상남도 거제시 거제면 동상3길 21,2013-11-29,2019-09-10,34.85202491,128.5950606
B000011770,경남산업고등학교,고등학교,경상남도 거제시 하청면 서리1길 17,2013-11-29,2019-09-10,34.95365145,128.652588
B000011771,신반정보고등학교,고등학교,경상남도 의령군 부림면 한지28길 8,2013-11-29,2019-09-10,35.46336086,128.3193054
B000011772,창녕슈퍼텍고등학교,고등학교,경상남도 창녕군 창녕읍 남창녕로 36,2013-11-29,2019-09-10,35.53432045,128.5034525
B000011773,창녕공업고등학교,고등학교,경상남도 창녕군 고암면 창밀로 286,2013-11-29,2019-09-10,35.56764204,128.5084514
B000011774,경남항공고등학교,고등학교,경상남도 고성군 고성읍 송학고분로 127,2013-11-29,2019-09-10,34.97853446,128.3073902
B000011775,경남해양과학고등학교,고등학교,경상남도 남해군 삼동면 동부대로 1810,2013-11-29,2019-09-10,34.8308881,128.004195
